element,date,n_points,n_standards,slope,sigma_slope,red_chi2,pooled_slope,pooled_sigma,homogeneity_red_chi2,recommend_single_factor
Mo,2025-05-13,4,2,0.8883381990722304,0.016699222750220434,0.8647938993125387,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-16,7,3,0.8793861331706709,0.015868437689276246,1.3735099441910668,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-19,9,3,0.875783487858501,0.02298042103107998,2.955706130017041,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-20,7,3,0.8935901615187689,0.016155940640159707,1.3760364627475565,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-21,7,3,0.8866873580679991,0.021735596921843486,2.5999523994267206,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-22,6,2,0.8848496866418295,0.013633521975406578,0.6987177769211075,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-26,7,3,0.8805502566756599,0.020978035319258116,2.4347550412292214,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-27,7,3,0.8868500399076377,0.014635451834277544,1.1623106224916377,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2025-05-28,7,3,0.8924661449598061,0.013721635848304744,0.9173924454728284,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2026-01-05,7,3,0.904973555587247,0.015433064873712966,1.2518322709089424,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2026-01-06,6,2,0.8832731374456502,0.013623838171224723,0.5423550540934252,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2026-01-07,8,3,0.8966498933940278,0.013782457212213797,0.7201793352385099,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2026-01-08,4,2,0.8816619148533429,0.023096401803207395,1.9534432596786002,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Mo,2026-01-09,7,3,0.8858743308701846,0.01826570567628089,1.8093077343641841,0.889298524019035,0.003133127861015795,0.17924331622796721,True
Nb,2025-02-17,6,2,0.5391244331716541,0.045518305501206426,0.9117340005542532,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-02-18,6,2,0.5391244331716541,0.045518305501206426,0.9117340005542532,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-02-24,4,2,0.4923279452100978,0.05574053049901877,0.3956547498176046,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-02-25,6,2,0.531833774526852,0.0455170740729143,0.5895959651321703,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-02-26,6,2,0.6069766787986671,0.045526720568552496,0.32174386318277576,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-02-27,6,2,0.58128710155731,0.04552319214856553,0.38460333945437847,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-02-28,4,2,0.6326824596924076,0.05576385450619957,0.828703504834616,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-04-15,6,2,0.6069894675591594,0.04552720203788184,0.7250336898405834,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-04-17,4,2,0.5832095810631187,0.055754715053791246,0.35508919745725165,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-04-18,6,2,0.5905010871399995,0.04552485168626052,0.6607985668112895,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-04-19,6,2,0.5502356055934828,0.045519152932988846,0.28034989622494616,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-04-20,4,2,0.6050741385497703,0.05906787808692171,1.1222024627360172,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-05,4,2,0.6959432252900384,0.05577561726351119,0.6071189423484841,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-06,6,2,0.5977828179153399,0.0455257969906058,0.6861195368098773,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-07,4,2,0.5722853910075223,0.0557529360425799,0.2639739747955102,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-08,5,2,0.6663771969217803,0.04750270399475925,0.4514706480012115,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-13,4,2,0.5694153204167057,0.05575299195326252,0.8747718779448349,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-16,6,2,0.5629016263774987,0.05028355007473487,1.220158686707841,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-19,6,2,0.5391066664902662,0.04551755327098188,0.2939451399418708,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-20,6,2,0.5977828179153323,0.045525796967152886,0.686119536809877,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-21,6,2,0.5667283447681005,0.04552154471641348,0.4853529735547453,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-22,6,2,0.4877329498463036,0.045511754432129375,0.6466186062349106,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-26,5,2,0.5366166018816327,0.050500256504845006,1.1310705443184983,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-27,6,2,0.5483278684780288,0.04551944759036029,0.8468815504764334,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2025-05-28,6,2,0.5556057004301478,0.04552016270505676,0.7297794612400541,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2026-01-05,6,2,0.5555994737010431,0.04551990681144649,0.5217665625865662,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2026-01-06,6,2,0.555599473701032,0.045519906835191484,0.5217665625865663,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2026-01-07,6,2,0.6142643357960937,0.04552791714587909,0.5318524613923106,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2026-01-08,4,2,0.5555936189808091,0.05574997770317096,0.3556232258986878,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Nb,2026-01-09,6,2,0.5536919175172322,0.047530448265292076,1.0902735711668778,0.5715012145123309,0.008805116904491202,0.7858356428999692,True
Ni,2025-02-17,12,4,1.1209368808551217,0.037375536008243296,2.4096299798567915,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-02-18,12,4,1.1125706966178228,0.03726111819460203,2.400799974875651,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-02-24,8,4,1.109961092421818,0.0518503380346646,3.143744278071295,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-02-25,12,4,1.1181121970302315,0.028232578130792774,1.379961587953459,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-02-26,12,4,1.101889397410915,0.03553967455826465,2.2261515015345803,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-02-27,12,4,1.1045914960205543,0.035020653388841465,2.156442206607775,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-02-28,8,4,1.1206687692788806,0.03791053426173556,1.668533252463367,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-04-15,12,4,1.1393969471280054,0.02919736896098216,1.473484353486299,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-04-17,8,4,1.1453325978793585,0.04323284285592626,2.1143748396910373,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-04-18,12,4,1.1415823912257348,0.02974318452065932,1.5061291477947145,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-04-19,12,4,1.127921028379887,0.03732236005682319,2.405255813909282,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-04-20,8,4,1.1357433823550998,0.045789267849424165,2.373085055651035,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-05,8,4,1.0953687902748945,0.04160117929656049,2.0331036191005514,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-06,12,4,1.1408508164948825,0.04186848727864469,2.9808633713105737,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-07,8,4,1.1118411182802037,0.043885507624183556,2.239929020452823,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-08,12,4,1.1214993427538846,0.029517946221023404,1.510099565755877,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-13,8,4,1.1228783922770145,0.039873190365678254,1.8561002780891265,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-16,12,4,1.1567926277507057,0.035208327728012044,2.101647553852201,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-19,12,4,1.085209399640916,0.02965584364172391,1.5672113473798588,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-20,12,4,1.080147790091401,0.026997120846326925,1.3066619154393493,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-21,12,4,1.097610856686347,0.03303836852811286,1.905087016041965,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-22,12,4,1.089632290619702,0.02689242966912836,1.285465660800609,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-26,12,4,1.119328678837057,0.04067100533930856,2.8539006261620092,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-27,12,4,1.1173803244947245,0.02903092998435095,1.4675929849284168,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2025-05-28,12,4,1.1116474158228473,0.038261832967068636,2.5383485788242854,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2026-01-05,12,4,1.13951423134837,0.03749907596072844,2.4031707342505553,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2026-01-06,12,4,1.1200429595110932,0.04089343565627732,2.88925639211373,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2026-01-07,12,4,1.1111218868452635,0.03137028174803986,1.7192847004239373,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2026-01-08,8,4,1.112363594666067,0.05170545467184353,3.0835198933996195,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
Ni,2026-01-09,12,4,1.1324056608713287,0.030432688268109295,1.6002683218364668,1.1164702836758276,0.006361443709293071,0.32138479303613593,True
P,2025-02-17,9,3,0.7478836497670929,0.03521655880260191,0.7068964280257192,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-02-18,9,3,0.7631352490771536,0.03537862474636193,0.4967327440984383,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-02-24,6,3,0.7379208524132429,0.042881285632955436,0.4870537035518952,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-02-25,9,3,0.7585627603534334,0.03545576664251967,0.3949696455791414,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-02-26,9,3,0.7582102670841254,0.03552026196490412,0.38126531458729856,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-02-27,9,3,0.7877531658011809,0.03600290695642843,0.3983573464971627,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-02-28,6,3,0.8129930323208453,0.04447740850916778,0.6586247124641936,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-04-15,9,3,1.1894812297165354,0.14977792157011877,14.885552543107575,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-04-17,6,3,1.2233237526731144,0.13345991403245214,7.7298018065032945,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-04-18,9,3,1.2360177072717662,0.11638027899031292,8.8363232592388,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-04-19,9,3,1.1206316396036664,0.09213954992801986,5.637537737270762,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-04-20,6,3,0.9486797225263846,0.06781439480047603,2.1724490630455917,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-05,6,3,0.9645537062139018,0.06851389632919393,2.194190210926984,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-06,9,3,0.9778047248134564,0.057880661396048104,2.3358567704834066,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-07,6,3,0.9675103233752892,0.06812471549684931,2.1716191812870056,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-08,9,3,0.9955040391543366,0.06253818762770612,2.692828114261301,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-13,6,3,1.0068064925469333,0.07560176665253776,2.6406982934311203,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-16,9,3,0.7943428338666316,0.04888304477723835,1.8352625915006486,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-19,9,3,0.6587950778139559,0.03412780169524484,0.617509092678142,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-20,9,3,0.6553676880959115,0.03390501886525303,0.8653728647152302,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-21,9,3,0.6255803334925484,0.03345437920943295,1.0026834408917598,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-22,9,3,0.6191048027221165,0.036044364849288385,1.1790878379409238,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-26,9,3,0.6050758401946947,0.034572148712999844,1.1088190589376197,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-27,9,3,0.6078795142953218,0.0400883560135283,1.5071334050785636,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2025-05-28,9,3,0.6204147042642899,0.03332842158833416,0.9780096348369335,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2026-01-05,9,3,0.6333183346119317,0.03349681705427463,0.9650001815346878,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2026-01-06,9,3,0.6786391727036485,0.03448840131315728,0.4895604888256797,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2026-01-07,9,3,0.6850826765767821,0.034306153354095995,0.5341788733523773,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2026-01-08,6,3,0.6891336097536686,0.04239540738291741,0.5798207727058208,0.7194579267076007,0.007698255772296094,8.067916626791943,False
P,2026-01-09,9,3,0.6418538529786744,0.03361541045126717,0.8053451784782659,0.7194579267076007,0.007698255772296094,8.067916626791943,False
Pb,2025-02-17,12,4,1.0506941674494912,0.015337860447791129,0.49265771821958976,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-02-18,12,4,1.0189666472751153,0.015232968646408279,0.1402544423952531,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-02-24,8,4,1.021362947060899,0.018799099645547098,0.46561437101926645,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-02-25,12,4,1.0525539652832465,0.015348814679216517,0.18708561829797501,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-02-26,12,4,1.0735042281807579,0.01669166211829658,1.1524621306361265,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-02-27,12,4,1.0316463389089572,0.015335308217093696,0.13789452733055782,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-02-28,8,4,1.0509422379691986,0.018960189682652184,0.629089156570281,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-04-15,12,4,1.0486812935600613,0.015990013295858016,1.0679601420018552,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-04-17,8,4,1.070029612298854,0.01897867795064083,0.5981809987755581,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-04-18,11,4,1.0510660645778502,0.01569321765895187,0.5064077279551824,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-04-19,12,4,1.0546178989027115,0.015511580783422367,0.8179375128026263,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-04-20,8,4,1.0714226514652079,0.019049170971759014,0.8491099761067252,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-05,8,4,1.0463287074483767,0.018807949480000693,0.63164685002652,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-06,12,4,1.0506875707933456,0.015444319526233707,0.6283676546254778,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-07,8,4,1.0466482214622912,0.01879166483815961,0.10430525420160085,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-08,12,4,1.0469827369227067,0.015375718856001799,0.2650099052373383,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-13,8,4,1.0528667288188194,0.01893995596903193,0.5585330137731482,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-16,12,4,1.032059374417063,0.015289259348070322,0.3383403797855135,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-19,12,4,1.0386317591708718,0.01536538720865823,0.33520384620609467,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-20,12,4,1.0594291216420737,0.01545966319756982,0.32468576328463805,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-21,12,4,1.0492927686324662,0.015412512799349012,0.15214499953380736,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-22,12,4,1.0368335881031674,0.01532558306977919,0.3245979306186029,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-26,12,4,1.0471709139917191,0.015395280457727374,0.18784144055063623,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-27,12,4,1.0563258384251213,0.015331116316230967,0.5779972790957971,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2025-05-28,12,4,1.0477417579493546,0.015385683227306978,0.2218198675497315,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2026-01-05,12,4,1.0733726729108664,0.015525945558580619,0.4342774187674505,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2026-01-06,12,4,1.0456546660631776,0.01537448768495482,0.39054358315312193,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2026-01-07,12,4,1.063812993067841,0.015422214723773187,0.26529347791705155,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2026-01-08,8,4,1.0386952915116703,0.019230478507866113,1.063229082771946,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Pb,2026-01-09,12,4,1.0575416017177572,0.015414817082640295,0.630260300510124,1.049281512846194,0.002959858174568256,0.6712613122759511,True
Rb,2025-02-17,7,3,1.0249503036119083,0.013236893585597799,3.637164222220066,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-02-18,6,2,1.02952025541331,0.014128778024627557,4.129518951066098,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-02-24,6,3,1.0179073447073754,0.01518205077479516,3.2059594444471045,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-02-25,6,2,1.023854984819584,0.015317117151691418,4.884276608187184,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-02-26,6,2,1.0278097208735038,0.014721465661208457,4.493708445358592,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-02-27,6,2,1.0207519190783219,0.01684995921744138,5.940730851410748,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-02-28,4,2,1.018960045896842,0.01953568441848057,5.311783091672559,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-04-15,6,2,1.0278253694293984,0.015085341354225517,4.718451924249223,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-04-17,4,2,1.0240007079394509,0.022185575173209186,6.846928662053777,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-04-18,6,2,1.0230312990105224,0.014389368767934117,4.3061633589069075,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-04-19,6,2,1.026103766606241,0.015272035978969279,4.847467171753477,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-04-20,4,2,1.0252908242573555,0.018848919123642793,4.917628060342195,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-05,4,2,1.026535451210338,0.02070918445997724,5.945165839075926,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-06,6,2,1.02726414599947,0.014096802146466763,4.117694093151172,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-07,4,2,1.0211374481225193,0.01842674874979575,4.706704439932776,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-08,7,3,1.0274637283057633,0.013710595389047564,3.8968308228642226,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-13,4,2,1.0265149273177914,0.0202983364301625,5.711728635770488,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-16,6,2,1.0342891062413946,0.014391246528834143,4.271522709902543,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-19,6,2,1.0233071977761123,0.014713910441517191,4.50412289460982,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-20,6,2,1.0306093785519774,0.01535866737235731,4.88620834676262,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-21,6,2,1.029528095441041,0.014319647219561256,4.241779958828928,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-22,6,2,1.0269908418317601,0.01377190837778517,3.9287601048196406,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-26,6,2,1.0176635998462726,0.015938239280225953,5.318750245082458,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-27,7,3,1.0282963095524957,0.014811564911770355,4.552188913393912,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2025-05-28,6,2,1.0280868799261582,0.015179794426402483,4.779380619004363,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2026-01-05,6,2,1.0255564367005914,0.01782276683320651,6.625843744465579,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2026-01-06,6,2,1.019137753010803,0.016207458210514683,5.484541957519307,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2026-01-07,6,2,1.0255826966819936,0.015226384180725213,4.815088983124236,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2026-01-08,6,3,1.0233649591534124,0.018252040485675324,4.6332238913169945,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
Rb,2026-01-09,6,2,1.0188397162906564,0.015291958378769382,4.881094296410889,1.0253231084017072,0.0028664636928482467,0.06806699198083657,True
S,2025-02-17,9,3,0.7307113474298357,0.023817532253104328,39.50400745148678,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-02-18,9,3,0.7252389181275113,0.02547965357012098,45.72428342863523,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-02-24,6,3,0.7252463087132471,0.03259478221813148,49.85334805981912,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-02-25,9,3,0.7265848858193775,0.024094150680095346,40.72118360208557,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-02-26,9,3,0.7192511064232612,0.024547505727961754,42.79834684930354,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-02-27,9,3,0.7151380348911198,0.024414240083881815,42.592774520049055,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-02-28,6,3,0.7127275682694766,0.031039610769105736,46.09805834887616,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-04-15,9,3,0.7024865075172,0.025736897572512088,48.414576900596295,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-04-17,6,3,0.695287439643328,0.03211271230830803,50.79357693873944,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-04-18,9,3,0.6928604660378134,0.023026220543327848,39.228697146605285,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-04-19,9,3,0.6845986431444712,0.024021420006630868,43.27394227674716,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-04-20,6,3,0.6890113640023486,0.03354436356477634,56.05799773735741,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-05,6,3,0.7010366157151999,0.02938832721073022,41.976140178248855,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-06,9,3,0.6921897702783187,0.02390831582423559,42.35098553137067,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-07,6,3,0.6874473356732438,0.031931461960595355,50.88582392033943,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-08,9,3,0.6873084293553275,0.02390709339766589,42.70024326150694,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-13,6,3,0.6900287982241793,0.030992171430382357,47.61076723636293,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-16,9,3,0.6921922969628452,0.024369744609032306,44.07824839498381,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-19,9,3,0.6933759706617327,0.023634269221656325,41.28226585007543,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-20,9,3,0.6963969031571162,0.024053107653919145,42.5795879877456,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-21,9,3,0.6910804888476977,0.02647451040325896,52.20948160477285,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-22,9,3,0.6892966705204253,0.025993911271739834,50.46232792399509,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-26,9,3,0.686017532661058,0.026220388936784342,51.66098623398404,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-27,9,3,0.687908943235326,0.025092107699621315,47.14283141473351,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2025-05-28,9,3,0.685518720589191,0.025443158753655888,48.655949027119334,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2026-01-05,9,3,0.6885437847302212,0.024447914192460337,44.717334234918425,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2026-01-06,9,3,0.6773180139335492,0.023567554930332402,42.21917683050742,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2026-01-07,9,3,0.6771697206007059,0.023663183076646506,42.59524398834192,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2026-01-08,6,3,0.6725058130475182,0.03107413748370515,49.39690656769415,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
S,2026-01-09,9,3,0.6800233949140948,0.023937880512953206,43.41368853980195,0.6964064048483519,0.00472745638032642,0.3871523217893083,True
Si,2025-02-17,15,5,1.0469298591531275,0.011365797670695805,16.836128494587363,1.0144348009838386,0.001850271073553003,3.499363318588412,False
Si,2025-02-18,15,5,1.0440344125118557,0.010700603794366898,14.961763875555349,1.0144348009838386,0.001850271073553003,3.499363318588412,False
Si,2025-02-24,10,5,1.0462511535820986,0.014147115195995258,17.391082664579088,1.0144348009838386,0.001850271073553003,3.499363318588412,False
Si,2025-02-25,15,5,1.041562020290103,0.011201877026560239,16.429075724968687,1.0144348009838386,0.001850271073553003,3.499363318588412,False
Si,2025-02-26,15,5,1.0376456142098875,0.011132689445864513,16.2439916774365,1.0144348009838386,0.001850271073553003,3.499363318588412,False
Si,2025-02-27,15,5,1.0295337218534946,0.01108311105892991,16.194767972311528,1.0144348009838386,0.001850271073553003,3.499363318588412,False
